Ticker,Buy/Sell,Date,Price,P/E Ratio,Fwd P/E Ratio,P/B Ratio,RSI,Upper BB,Bollinger %b,Lower BB,vol,Z Score,MACD,VWAP, OBV,Stoch,Awesome Oscillator,Ultimate Oscillator,TSI,Acum/Dist
FSLR,Buy,2023-04-27,200.59,20.950905,7.6095734,2.5908706,29.38163695,222.6671669,0.081074969,198.6258331,6.010333448,-1.633270447,-2.172022799,209.5631127,95187100,14.36126932,-2.577882353,53.44616378,4.53198299,73042397.39
OMC,Buy,2023-04-27,89.43,13.662808,11.306587,5.1691856,27.44223843,96.61075224,-0.057532391,90.52424776,1.521626121,-2.173661423,-0.548234336,93.36267784,-8678800,29.58963283,1.067676471,47.12919195,4.979894993,31533925.96
ETR,Buy,2023-04-27,105.08,9.311711,13.371281,1.5045124,43.78167152,111.7248543,0.24904017,105.6211457,1.525927156,-0.978421542,-0.401308729,108.4269654,8554800,36.15023474,1.375970588,45.56017965,5.474234707,9840843.059
NEE,Buy,2023-04-27,74.31,16.075,15.768392,2.501621,37.097384,80.43608137,0.097427548,75.29691863,1.284790685,-1.56951636,-0.436410941,77.7107548,-27183000,33.04940375,0.756323529,41.9948136,5.380637857,-58006204.91
PFE,Buy,2023-04-27,38.62,76.675674,10.354014,1.7994419,19.88007578,42.54933182,-0.007009536,38.71766818,0.957915912,-1.976687072,-0.232160908,40.39480324,-547672100,11.68478261,-1.058823529,37.55852592,-21.81441824,121277207.3
IP,Buy,2023-04-27,33.46,42.581394,13.078571,1.51667,14.4280771,37.55976605,-0.302473486,34.01123395,0.887133023,-3.128617613,-0.260859549,35.46940146,-78212000,13.174946,-0.318,37.25068416,-9.936018808,-44733641.77
TGT,Buy,2023-04-27,156.23,18.799778,16.021927,5.7767925,40.409892,170.239663,0.153905339,155.801337,3.609581511,-1.349325396,-0.724846659,162.4451157,-119574900,20.42553191,-1.463382353,41.38351985,-8.348054524,46859014.63
ILMN,Buy,2023-04-27,211.92,0,0,0,17.22715695,240.9465116,-0.28597042,212.0724884,7.218505805,-3.064276818,-3.068246623,222.6874739,-41299800,5.911492734,-4.385117647,40.37103929,-3.583798782,20370330.05
MRNA,Buy,2023-04-27,130.89,0,0,0,12.83411543,168.3982988,0.040190931,127.9747012,10.10589941,-1.792665775,-2.311268076,146.0835692,-32072100,1.250372135,-12.69370588,31.81123451,-23.01872516,-2123135.555
IPG,Buy,2023-04-28,34.77,11.561404,10.767974,3.1649218,30.74818857,38.70671727,-0.018632176,35.74628273,0.740108634,-2.022000463,-0.297684606,37.09069694,10890600,39.01918977,0.206411765,53.5449589,3.14609485,65834935.02
KDP,Buy,2023-04-28,33.45,18.903225,14.292683,1.5866998,14.67763771,36.61015079,-0.363577372,33.69584921,0.728575394,-3.366844419,-0.238161988,34.74185494,-168459700,11.08108108,-0.380176471,36.47215966,-12.83480068,49569330.33
CMCSA,Sell,2023-04-28,40.04,11.735849,9.403888,2.094679,81.48846775,40.20465274,1.296425516,35.98634726,1.054576368,3.105038288,0.245206646,38.2888341,-294098800,99.00596421,0.876441176,67.95771879,17.689122,61342068.49
PNR,Sell,2023-04-28,57.91,21.666666,17.105263,4.17566,80.13066943,56.9350967,1.199850434,50.6489033,1.571548348,2.728519301,0.48222687,54.38127274,18922200,96.82080925,1.636941176,72.95981832,11.44584279,11565390.78
DLR,Sell,2023-04-28,100.83,48.5,115.47619,2.4659765,59.50119697,101.6114372,0.819959634,88.52856285,3.270718575,1.247432301,1.098235522,96.02844447,-36488500,76.93379791,2.255176471,57.90263757,1.31698912,2858702.234
GWW,Sell,2023-04-28,698.69,26.592827,22.475868,15.262183,72.43945342,697.6550435,0.980315565,632.1829565,16.36802174,1.872614814,3.833754614,667.0117726,4729200,95.70957096,10.98958824,65.81747678,7.972771694,7163130.431
ALLE,Sell,2023-04-28,111.3,21.411764,17.333332,8.698307,75.34518881,109.1497145,1.015322731,95.83428552,3.32885724,2.009097873,1.179644301,105.1176342,-8161000,76.07615894,3.074676471,26.80795319,4.789559528,-365366075.5
EBAY,Sell,2023-04-28,45.52,9.894434,10.268924,4.167003,78.55909424,45.57497298,1.278501754,42.27102702,0.825986492,3.035158596,0.301988847,44.09608303,-54761500,94.25837321,1.206588235,61.93592665,8.002387296,36458384.74
CSGP,Sell,2023-04-28,77.22,94.35869,67.29457,4.8276052,81.73371312,75.16867081,1.189785616,64.83132919,2.584335403,2.689279415,0.924992548,71.69321458,-43223600,84.12547529,3.644029412,68.14695647,21.57718442,14183910.18
AVB,Sell,2023-04-28,178.85,28.153963,34.26531,2.223386,80.5816503,174.0089471,1.120270261,159.5580529,3.612723532,2.418258669,0.765393121,171.6150808,-28829400,49.79784367,7.046882353,10.73205222,21.34771174,-1155975813
AFL,Sell,2023-04-28,69.43,10.69023,12.018785,2.1883962,82.81711748,67.45706409,1.147032166,61.54093591,1.479032045,2.522595784,0.392992668,66.21458809,57994800,61.02003643,2.149441176,15.52100891,18.19231914,-3238287994
MSFT,Sell,2023-04-28,304.01,36.641304,30.278442,12.617591,76.12641547,303.0675123,1.161893455,274.1804877,7.221756165,2.580535755,0.993986108,289.9624437,-499212400,95.0238379,10.88991176,63.96906955,22.97606329,476979169.4
BF-B,Sell,2023-04-28,65.13,27.442785,27.172415,8.147711,72.6597974,64.2790885,0.979843826,61.2119115,0.766794249,1.870775636,0.219564851,63.58616057,-3720500,63.02250804,1.010794118,14.21804789,9.635163762,-807408919.9
CBRE,Sell,2023-04-28,75.95,29.666664,17.021858,3.387465,79.3136569,75.45383846,1.176968055,67.90716154,1.886669232,2.639307366,0.879059319,72.17899429,-12685900,86.17401669,0.545852941,60.77756727,-4.589907402,4330967.975
HAS,Sell,2023-04-28,59.4,0,0,0,85.98245605,57.31906716,1.232245667,48.42393284,2.223783582,2.85481917,0.743505186,53.94437662,11766900,79.86767486,2.905617647,65.32984096,15.36677301,8802137.75
OTIS,Sell,2023-04-28,86.21,0,0,0,71.31556313,86.04757177,0.917570072,78.00942823,2.009535885,1.627987847,0.467085926,82.55064082,-107800,81.89189189,1.894764706,59.49838516,9.804124169,39298768.72
DGX,Buy,2023-05-01,139.28,17.280373,13.739914,2.277895,30.370134,147.3219212,0.06284851,138.8540788,2.116960582,-1.70433027,-0.583497013,143.3120501,16531800,24.02327515,2.672352941,48.97472079,6.399060872,24800758.97
AXON,Buy,2023-05-01,211.33,135.18695,55.031857,14.524009,40.30639826,230.880543,0.171690746,212.733457,4.536771516,-1.279985113,-1.855538363,221.5649192,26015800,39.2975795,-3.308411765,45.31272273,0.963672005,17372577.67
AIZ,Sell,2023-05-01,122.48,14.924687,10.522123,1.926671,76.17163281,119.9893943,1.109723485,112.4526057,1.884197163,2.377139765,0.699450372,117.65045,3970700,61.15606936,2.880441176,16.49469197,4.729060682,-428471540.5
SPGI,Sell,2023-05-01,361.7,51.844475,26.734335,3.9187016,73.67313077,361.750972,1.047661402,335.148028,6.65073599,2.135177223,1.487175768,350.8189951,-15230500,89.17700113,9.552323529,55.1648621,16.54115595,18555849.17
VICI,Sell,2023-05-01,33.71,12.004048,11.063433,1.2240938,69.16348557,33.82582132,0.988044561,31.94117868,0.471160661,1.902747989,0.118733674,33.0349729,-66290700,85.78947368,1.021676471,67.1360056,15.68452239,91422639.45
RMD,Sell,2023-05-01,239.3,31.46766,23.339483,6.2272325,62.32767222,235.4315375,0.962440574,215.1034625,5.08201874,1.802925268,0.925272018,228.5372154,6866800,60.14905743,9.597294118,60.85127475,25.99736668,16102621.64
SWK,Sell,2023-05-01,86.44,0,0,0,80.4075425,85.69269873,1.102530994,73.23430127,3.114599366,2.349098276,0.960695281,81.12881603,-70992200,91.07635695,2.866941176,61.66651103,10.42664875,2083952.53
MAA,Sell,2023-05-01,153.93,28.656052,30.33034,2.5844934,74.08305807,153.5577358,1.142432354,146.0892642,1.867117889,2.504662415,0.796844705,149.5020687,-4580800,94.40993789,2.750705882,60.96035544,2.799574735,7100620.908
FIS,Sell,2023-05-01,57.97,82.05882,13.160377,2.129771,52.9957384,58.66875278,0.651139875,53.05824722,1.40262639,0.589251711,0.352358055,56.63850426,-82370800,44.13646055,2.614470588,41.04512995,1.705012731,14338587.69
EFX,Sell,2023-05-01,206.79,59.943054,27.241201,7.138594,61.48143359,207.5703799,0.868913876,192.0436201,3.881689947,1.438291073,1.166157203,199.6639429,8454400,72.17700916,3.852647059,49.98511034,6.045604231,13572117.12
ESS,Sell,2023-05-01,220.88,38.44462,43.3875,2.8766785,73.21528546,218.8238546,1.141371535,204.1501454,3.668427313,2.50052658,1.282215133,212.5619843,3118300,82.11991435,4.255235294,54.70684077,4.053585074,3922227.164
GPN,Sell,2023-05-01,108.48,34.643616,9.875663,1.4747305,36.70266542,112.2220807,0.118114429,101.6489193,2.643290364,-1.488864051,-0.080522989,107.7356648,-22074800,4.174573055,3.239382353,40.7202209,6.820100805,22784018.66
PNC,Sell,2023-05-01,126.48,11.949961,10.816702,1.355878,37.91581893,129.6621915,0.306956106,118.5278085,2.783595743,-0.752623654,1.013322956,123.8469163,-22303400,30.27646662,1.094941176,49.58417085,-10.42967237,11696749.75
EQR,Sell,2023-05-01,63.33,29.511736,38.09697,2.1579869,79.10556964,63.22437563,1.10738509,58.48962437,1.183687814,2.368023026,0.318733565,61.37571561,-6541200,93.22033898,2.376205882,55.96540853,17.08891899,10544261.46
MHK,Sell,2023-05-01,105.95,0,0,0,64.82002892,104.0485451,0.952724232,91.64545486,3.100772569,1.765043994,0.928752769,99.81892335,-14320800,69.37953263,2.538058824,56.25612878,3.481925452,-241260.4557
CPT,Sell,2023-05-01,109.95,27.021622,55.54445,2.1855464,78.39587036,106.573481,1.187042238,98.34151895,2.057990525,2.678583761,0.769641772,105.0679639,15421900,56.15305067,2.827147059,12.24412963,8.207481542,-1374766895
DPZ,Buy,2023-05-02,310.37,0,0,0,29.15010252,340.8717124,-0.037906567,312.2842876,7.14685621,-2.097145872,-2.258868111,325.7206815,-6648200,8.72656755,-1.826617647,36.37846768,-6.078452291,-1189862.637
TMUS,Buy,2023-05-02,143,23.740633,14.645333,3.0444584,22.00080707,153.4095501,-0.177729126,142.1654499,2.811025052,-2.642274566,-0.945080999,146.7487515,88788900,2.333621435,-0.618088235,40.26807205,-4.553747974,73487764.67
FE,Buy,2023-05-02,38.98,19.658163,13.519299,2.1202948,22.66138725,42.38930073,-0.120676756,39.09569927,0.823400363,-2.41984348,-0.265534055,39.88175023,-40177800,21.6374269,-0.097323529,44.57399306,-3.188445005,27054648.06
GPC,Sell,2023-05-02,170.9,16.339764,14.382074,4.834464,70.52332705,170.9544484,1.013583924,161.3775516,2.39422419,2.002318755,0.642604499,167.1110468,28088600,91.29032258,2.816176471,63.5788519,7.460258487,14533114.34
RCL,Sell,2023-05-02,66.5,20.253567,10.969957,6.936981,74.90475019,67.09982003,1.101709644,58.88717997,2.053160016,2.345896063,0.705508224,63.4479292,39396000,90.07470651,1.008529412,59.34004921,1.683899595,43450643.54
MLM,Sell,2023-05-02,366.87,30.865805,25.167301,4.58443,76.81710733,370.260331,1.057947034,333.982669,9.069415507,2.175277997,2.019282424,356.072951,101500,96.83413627,12.83073529,69.10999463,15.84270475,4915740.283
ROP,Sell,2023-05-02,459.61,43.47567,27.763407,3.3941221,73.48263221,459.3154357,1.058481438,427.6385643,7.919217864,2.177361489,1.61634969,445.916929,5977100,91.14939115,11.97532353,56.26255531,23.02910783,4745651.563
L,Sell,2023-05-02,59.8,0,0,0,65.16205322,59.04831963,1.00598897,54.89768037,1.037659816,1.972708172,0.343591063,57.19199848,3460200,74.49799197,1.164705882,66.82809414,6.310405118,8267201.027
ADP,Sell,2023-05-02,220.74,28.415598,24.409,23.206884,49.73842378,215.7765124,0.574949522,206.2284876,2.387006218,0.292207031,0.487039737,213.8044432,-13187500,48.55381697,0.018352941,11.73742411,-0.51177142,-2011951074
VMC,Sell,2023-05-02,176.75,37.581562,27.035715,4.676964,76.22936807,178.6262279,1.053694073,162.3997721,4.056613963,2.158696904,1.117141642,172.2583621,3073900,97.86422578,4.291176471,70.00338548,10.01796348,10669234.32
TT,Sell,2023-05-02,187.42,31.860361,24.86116,9.188102,87.45523748,188.3482902,1.022861635,166.3467098,5.500395082,2.038489933,1.723033001,178.9411016,25482700,96.42070485,5.111764706,60.13773878,11.45358181,8813803.736
CHRW,Sell,2023-05-02,104.23,27.573528,18.656717,6.1728396,74.74704247,103.4737287,1.084050402,90.10027127,3.343364363,2.27704766,1.069047318,98.25598798,18347400,96.56549521,3.141558824,62.73817572,12.63567813,15938061.73
NCLH,Sell,2023-05-02,14.46,50.76923,11.314285,28.005655,73.07608855,14.1878852,1.101383757,12.0741148,0.528442598,2.34462552,0.221099258,13.29545775,106886000,87.11111111,0.352911765,66.35171875,1.117247954,163277650.7
SYF,Buy,2023-05-03,27.7,8.196532,6.9170732,1.3143421,23.82509934,30.91775294,-0.013388194,27.71124706,0.801626472,-2.001555658,-0.105096901,29.45484313,2808100,10.60948081,-0.372117647,33.15212067,-16.98520197,60707076.41
BEN,Buy,2023-05-03,25.17,14.947369,9.826989,1.1706995,24.60340391,27.65533634,-0.154384293,25.44466366,0.552668169,-2.55125965,-0.105763478,26.5003223,-44434900,10.4,-0.373294118,32.04782411,-17.88991939,18545447.69
FITB,Buy,2023-05-03,24.62,11.403727,10.551724,1.4663951,19.3265887,28.35917286,-0.097237711,24.29382714,1.016336429,-2.328461258,-0.107571308,26.34844368,-167022600,2.314814815,-0.837794118,33.86915502,-22.57654322,69958055.01
EOG,Buy,2023-05-03,109.33,9.293846,10.12741,2.4983974,25.92830038,124.6205049,-0.119901337,112.3034951,3.079252473,-2.416820338,-0.896720869,116.9008427,-63632300,14.68634686,0.662,46.35256952,-3.453040491,20821337.1
MPC,Buy,2023-05-03,115.37,7.673858,12.298984,2.7355802,12.00324956,137.0961643,-0.211036658,114.4428357,5.663332174,-2.772131232,-1.59290735,122.5382138,45980600,0.776965265,-7.728647059,36.5617278,-20.21984216,15157356.47
CVX,Buy,2023-05-03,158.15,13.39207,10.403833,1.7618285,17.4724619,175.963313,-0.272593388,160.693687,3.817406498,-3.012123547,-1.501681515,167.4633638,226947600,0.557620818,-0.435676471,40.77023934,-3.511726252,186110549.4
MRO,Buy,2023-05-03,22.25,9.761719,8.009616,1.2864865,24.2078256,26.73860715,-0.037049572,22.37239285,1.091553577,-2.093804692,-0.243358001,24.01991843,136066800,4.427083333,-0.652794118,44.42234216,-11.43321225,84961842.66
PFG,Buy,2023-05-03,71.54,31.396078,9.565113,1.7341015,20.79958059,78.28317816,-0.123068286,70.86582184,1.854339079,-2.429167378,-0.279568159,74.5983193,-40828500,1.066666667,-1.057382353,51.47701502,-15.25653262,38875827.06
ZBRA,Buy,2023-05-03,255.45,48.991264,19.9027,4.742427,19.80280826,318.6695741,-0.093705155,262.8884259,13.94528704,-2.31468882,-3.64977997,277.0027379,-7925800,20.70477428,-18.57114706,33.30897482,-25.77865095,-519784.6069
CMA,Buy,2023-05-03,37.36,8.135093,8.491086,1.1493824,21.91038285,47.90295589,-0.139429714,36.93204411,2.742727945,-2.492955969,-0.160244699,41.81280498,-81709900,3.081914031,-2.405588235,36.61886277,-23.14688226,-27265987.37
HBAN,Buy,2023-05-03,10.4,10.854838,9.683454,1.1495432,18.75484274,12.06030598,-0.166265122,10.32869402,0.432902991,-2.597579648,-0.057835355,11.14413655,-485198700,1.5,-0.280676471,37.06761268,-24.20445001,87994161.58
ES,Buy,2023-05-03,77.26,0,0,0,30.78495975,81.34695244,0.052312293,76.32004756,1.256726219,-1.745408003,-0.356155743,78.14250521,2408300,12.76595745,-0.310911765,37.25331202,-2.429118697,-18143601.5
GEN,Buy,2023-05-03,17.02,9.900452,9.811659,5.763962,25.24056043,18.15360044,-0.114526225,16.87639956,0.319300222,-2.395864293,-0.037643169,17.55198869,-61826200,0.740740741,0.265117647,36.51144948,-8.286967529,-23399977.15
INCY,Buy,2023-05-03,69.67,22.939623,11.113346,2.6271663,20.05215525,77.37831467,-0.324635354,70.21568533,1.790657333,-3.215020481,-0.463200974,73.13571411,32255100,1.534526854,-0.745676471,44.80490426,-11.01001552,46483490.37
XOM,Buy,2023-05-03,109.08,12.263216,11.560975,2.1138556,22.64331909,120.216861,-0.280506917,110.471139,2.436430521,-3.042976164,-1.015362114,115.1991976,479803900,1.398026316,2.473117647,37.06808994,4.204382134,254218570.6
WBA,Buy,2023-05-03,33.26,32.636364,6.0505624,0.95330834,14.08814128,37.17286509,-0.3325831,33.19813491,0.993682545,-3.2460065,-0.328815714,34.63093135,-51016200,2.107728337,-0.314352941,33.52527976,-9.828025744,-34157527.05
D,Buy,2023-05-03,55.95,19.209677,13.848837,1.5506299,33.61457796,59.01371365,-0.019106913,55.77928635,0.808606827,-2.023851328,-0.239261169,57.19558186,-126715500,17.46478873,0.402823529,39.0138456,-0.228721776,-43458765.92
HWM,Sell,2023-05-03,45,35.519123,24.25373,6.6913733,69.44199375,44.97886523,0.93211538,41.44113477,0.884432616,1.684695897,0.147502329,43.57887503,115512500,72.06703911,2.042147059,53.93152945,20.36444957,87558058.65
UBER,Sell,2023-05-03,36.75,89.045975,35.70046,14.264408,89.06466102,35.819413,1.266613185,27.645587,2.043456502,2.988808421,0.71481385,33.17371658,-39571600,94.41401972,1.499294118,70.91296769,15.25284766,170312077.2
ETN,Sell,2023-05-03,174.95,36.496258,25.83407,6.1412897,75.4694572,172.5652179,1.002469056,154.5017821,4.515858926,1.958985022,1.356755555,166.4432986,9535900,72.30392157,4.705735294,53.86078002,9.129641654,39872325.71
NOW,Buy,2023-05-04,439.06,90.0881,47.32583,20.309715,24.1322245,491.7557459,-0.045430999,432.3872541,14.84212294,-2.12648151,-4.884499304,454.4682403,2672000,5.585158871,-8.415411765,53.80985151,-5.76014196,9385552.196
RJF,Buy,2023-05-04,83.27,14.889724,11.787699,2.3147805,15.47899556,99.66862492,-0.046547847,83.97337508,3.923812459,-2.130835785,-0.889515654,90.74276073,-6638900,9.505208333,-4.449676471,48.58707386,-22.18309849,25660930.55
AMGN,Buy,2023-05-04,230.31,22.064102,13.031709,23.656355,26.05816995,248.9336454,0.038168271,223.0493546,6.471072696,-1.800551554,-1.890451744,237.3356375,21154400,-20.60390764,-6.406647059,-16.49506524,-14.3845528,-4960153170
AEP,Buy,2023-05-04,90.61,19.747643,14.048658,1.7450658,37.77635248,91.56238771,0.119342672,87.09361229,1.117193853,-1.484075477,-0.377362728,91.5090655,69965200,-39.2504931,0.082029412,-5.282456432,1.535374805,-5783636336
HES,Buy,2023-05-04,135.68,32.65778,15.802151,5.0066433,20.64395839,151.4468515,-0.215047388,134.3141485,4.283175746,-2.787767934,-1.725370149,140.9933677,19428900,3.27780763,1.814617647,40.54438595,0.461542346,70109754.51
PNC,Buy,2023-05-04,113.38,11.949961,10.816702,1.355878,22.23361803,131.147116,-0.103543611,115.059884,4.021808018,-2.353046181,-0.464467093,122.9913049,-43638900,8.780487805,-2.960323529,40.26319147,-18.64924053,1535647.517
GILD,Buy,2023-05-04,79.61,16.737778,10.137281,4.110232,14.41450895,87.23784669,-0.059253782,78.89615331,2.085423345,-2.180372638,-0.742931693,83.24251449,73135400,1.227678571,-1.317823529,41.33306692,-7.164695695,145140287.7
XEL,Buy,2023-05-04,68.59,16.482866,13.778646,1.6667717,40.81290208,71.84572898,0.104186549,68.75727102,0.772114492,-1.543164921,-0.346631989,69.98968337,-11693900,34.80825959,0.763352941,46.37592664,8.700972891,25468679.95
WEC,Buy,2023-05-04,94.53,19.454977,15.697896,2.2088895,42.96592286,99.30336742,0.193206079,94.35563258,1.236933709,-1.196102903,-0.438594022,96.17635549,-8567900,34.16030534,0.154794118,42.58723723,4.508485996,3167071.424
EL,Buy,2023-05-04,206.89,119.31783,36.046837,9.658634,8.923769574,275.6576849,-0.211226331,213.0893151,15.64209243,-2.772870714,-5.231482706,222.4417198,-13550300,15.25085519,-15.14379412,33.83994455,-24.91417826,8358845.278
GNRC,Sell,2023-05-04,115.12,35.53354,14.56875,2.9949892,59.82164671,110.9987213,0.88894505,94.71527873,4.070860636,1.516386964,1.473916446,104.9680924,-51237800,57.77166437,0.634176471,54.32711767,-3.757482758,-11750892.59
STZ,Buy,2023-05-05,222.51,30.392113,19.52161,5.05626,36.24987882,231.0323526,0.088156923,222.6096474,2.105676288,-1.60565991,-0.665802724,226.5309152,-1940200,16.82146543,2.476264706,55.62643456,5.637724396,6471036.394
DFS,Buy,2023-05-05,94.74,10.818101,8.886297,2.2141106,39.92679246,108.125213,0.172242324,93.27978699,3.711356505,-1.277834666,-0.90718262,100.9709877,-20728100,27.82312925,-2.288323529,44.03407162,-11.45248614,13948554.41
BA,Buy,2023-05-05,198.09,0,0,0,30.5397325,214.7187143,0.089144524,196.5292857,4.547357127,-1.601809534,-0.993794151,204.2626997,135369100,27.50949539,-4.622911765,44.93994196,-10.78090815,217227559.2
BAC,Buy,2023-05-05,27.62,11.652597,10.433139,1.0764202,37.82029096,29.92481155,0.171247326,26.18918845,0.933905777,-1.281713883,-0.14622886,28.7027267,-1941126000,0.731707317,-0.463441176,-4.116753819,-13.83202824,-56130580049
TFX,Buy,2023-05-05,250.98,30.041006,14.951284,2.405597,40.84300769,277.2708158,0.177877478,253.5341842,5.934157924,-1.255864791,-2.142163563,264.1183213,-4504500,42.17772215,6.657617647,45.72078794,13.73825604,6886499.745
HSIC,Buy,2023-05-05,79.77,23.734177,13.250884,2.6521447,35.9078268,85.77835943,0.122389225,78.83364057,1.736179714,-1.472197826,-0.508045873,82.03986515,-12009500,25.49537649,-1.080529412,42.86296095,-5.788696151,11525649.87
PPG,Buy,2023-05-05,136.63,26.685392,15.256959,4.2795362,46.06010848,143.0927282,0.276472813,136.0402718,1.763114096,-0.871469409,-0.786295907,140.2786177,-3464300,30.99630996,2.829764706,48.61279745,11.20331785,-1276360.753
WFC,Buy,2023-05-05,37.46,11.819876,10.71107,1.2355806,37.67791053,42.7670031,0.14597319,37.0549969,1.428001548,-1.380250605,-0.286101361,39.74586071,-508235600,25.62396007,-0.066529412,42.16057369,-9.146428256,-9526453.03
RTX,Buy,2023-05-05,96.33,40.986546,14.983607,2.0246322,31.24499021,105.4405369,0.087826264,95.6144631,2.45651845,-1.606949054,-0.711562562,100.425738,19663600,17.11442786,-1.350676471,47.97103525,-6.961619313,-25136966.79
ULTA,Buy,2023-05-05,516.66,22.272026,20.332098,13.158387,33.15813862,556.3628751,0.133490499,514.0021249,10.59018755,-1.428917092,-3.571716762,536.5076904,17855200,19.5111209,-6.050176471,51.55881842,-1.685203096,17912190.46
BALL,Sell,2023-05-05,59.47,29.565022,19.054913,5.522238,77.4553208,56.41826181,1.165748509,47.40673819,2.252880904,2.595565522,0.773024858,54.21326617,-58065400,67.53371869,2.272264706,39.53037456,12.31780056,-1054975361
CEG,Sell,2023-05-05,79.12,33.582,20.858385,4.8720403,75.7540068,79.08545448,1.102001196,74.42254552,1.165727241,2.34703274,0.362089215,76.8811154,43729700,84.7133758,1.194058824,59.1990247,4.695500192,29483599.1
KHC,Sell,2023-05-05,40.73,15.142858,10.897196,0.8602627,81.81161015,40.74385058,1.266393614,38.41114942,0.583175292,2.987952378,0.171847752,39.90544454,214650300,94.07114625,1.232441176,58.77665804,25.26507449,254952454.1
CTSH,Sell,2023-05-05,63.17,18.280285,15.422846,2.8975904,78.60662866,62.84027149,1.101781228,57.64372851,1.299135745,2.346175149,0.375349367,60.38127675,38626300,70.84468665,1.136294118,56.68829708,4.097926603,66281584.25
HST,Sell,2023-05-05,17.87,20.076923,19.885714,2.2149146,83.69833449,17.27405019,1.282328423,15.42294981,0.462775096,3.050077699,0.152191902,16.45141739,164791400,86.2745098,0.591205882,63.6403717,11.10778843,36769997.67
GRMN,Sell,2023-05-05,102.56,21.724705,24.494967,3.9927254,80.53920135,102.2850461,1.219696895,94.86495389,1.855023053,2.805895049,0.53807558,98.57427828,-265600,95.0802139,1.422588235,68.52976003,10.85945628,20097713.18
MPWR,Buy,2023-05-08,406.08,81.91003,44.558243,16.849491,25.99690558,499.5066762,-0.091421001,424.3643238,18.78558811,-2.305783547,-4.293512759,442.0896549,-912600,35.79511012,-29.65952941,48.19346594,-17.56355991,8408821.307
PAYC,Buy,2023-05-08,272.19,31.32428,21.013668,7.6286955,29.89487003,313.6575457,0.005266564,273.6684543,9.997272839,-1.928826022,-2.729840756,288.7188865,2670600,17.4817898,-4.657029412,40.2159299,-9.520883747,1898168.554
MSI,Buy,2023-05-08,284.01,34.007042,24.406498,77.60101,40.41915512,296.5167836,0.16671434,282.4332164,3.520891783,-1.299386713,-1.575519737,288.9827721,4428200,43.70860927,3.911558824,49.09051705,12.80849694,15122415.5
IR,Sell,2023-05-08,59.83,47.115788,25.146067,3.690481,74.07386717,58.96943074,1.007365022,53.60056926,1.342215372,1.978073009,0.38204198,56.59174622,-10558400,85.58558559,1.755323529,48.56137478,11.24541296,25561686.67
PLD,Sell,2023-05-08,126.76,40.765957,44.55814,2.334064,70.49125014,127.4902735,0.998460732,118.9967265,2.123386756,1.943357699,0.47661665,123.489,-232200,95.03171247,2.899941176,59.14335386,9.373360584,-3251940.561
PH,Sell,2023-05-08,337.46,26.458044,20.36626,6.090049,72.04522905,333.4899281,1.079254981,312.5870719,5.225714028,2.258351669,1.837891499,324.5578669,3378600,88.98002853,5.065411765,45.99977667,2.137988369,13466872.82
INVH,Sell,2023-05-08,34.25,41.30588,45.597404,2.11557,78.23589315,34.45938945,0.984655918,31.58461055,0.718694723,1.889536622,0.100348111,33.24821429,-154201100,89.69465649,1.904647059,57.23304583,30.09626773,23688356.9
LYV,Sell,2023-05-08,77.16,0,0,0,87.61839884,75.27577722,1.216038956,62.42022278,3.21388861,2.791633777,1.110751159,70.57867431,-28978200,91.14103473,2.627117647,68.65171074,13.7804626,8573015.065
J,Sell,2023-05-08,119.25,26.401787,16.631046,2.780651,59.11869502,117.9678191,0.884435714,112.5581809,1.352409546,1.498806339,0.44450143,115.5278925,3848200,66.53439153,1.375235294,51.92125967,3.270979272,6959390.231
FLT,Sell,2023-05-08,232.87,22.21953,13.016408,6.413074,74.24440547,230.4801276,0.9877245,203.6728724,6.701813796,1.901500159,1.26882719,217.2660624,9571700,89.26592798,7.744323529,55.63772967,15.6554954,1263520.615
JCI,Sell,2023-05-08,63,22.754646,14.892943,2.4980614,78.77400168,61.95739551,1.199696551,55.73360449,1.555947757,2.727919355,0.550733109,59.66508572,-57228300,94.20970266,1.655852941,61.86348519,9.180173951,56537519.28
IRM,Sell,2023-05-08,56.12,128.07938,37.70561,111.45029,66.92682245,56.44342672,0.901291128,52.27857328,1.041213361,1.564520838,0.164543413,54.68880065,33165200,87.94642857,2.412411765,62.72151281,22.52614933,30330082.49
TSN,Buy,2023-05-09,50.3,0,0,0,9.084435953,67.12925263,-0.305480022,52.88174737,3.561876317,-3.14033925,-1.268124737,55.40000236,-63020600,3.406813627,-2.940088235,23.58543066,-23.75595402,-49471879.6
CF,Buy,2023-05-09,67.07,10.809402,13.945902,2.8002896,25.39974724,79.27926048,0.054287827,66.98373952,3.073880241,-1.737705955,-0.474223699,71.53348638,29009100,15.52419355,-2.064470588,43.77613993,-19.41689206,52534077.82
MTD,Buy,2023-05-09,1376.82,0,0,0,18.31597687,1645.679658,-0.01104106,1375.687342,67.49807921,-1.992404844,-17.1978456,1480.331042,-309400,4.366584487,-64.93217647,39.11359672,-15.9304723,1346982.336
CCL,Sell,2023-05-09,10.49,0,0,0,84.14348885,10.53472632,1.073750119,8.588273678,0.486613161,2.236889767,0.167495324,9.509840266,-440261900,97.01492537,0.367735294,62.02639099,6.968722418,-48286658.7
